employee_id,full_name,first_name,last_name,position_title,birth_Date,salary,education_level,marital_status,gender,management_role,pay_type,min_scale,max_scale,store_type,store_name,store_street_address,store_city,store_state,store_country
117,"Carol Eyster",Carol,Eyster,"Store Permanent Checker",1914-02-02,6700.0000,"Bachelors Degree",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
118,"Nancy Henry",Nancy,Henry,"Store Permanent Checker",1914-02-02,8200.0000,"High School Degree",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
119,"Chris Barros",Chris,Barros,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
120,"Christopher Groome",Christopher,Groome,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
121,"Anna Hill",Anna,Hill,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
122,"Ramon Williams",Ramon,Williams,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
123,"Scott Masters",Scott,Masters,"Store Temporary Checker",1914-02-02,20.0000,"Graduate Degree",M,M,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
124,"Joseph Brady, Jr.",Joseph,"Brady, Jr.","Store Temporary Checker",1914-02-02,20.0000,"High School Degree",M,M,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
125,"Ellen Gray",Ellen,Gray,"Store Temporary Checker",1914-02-02,20.0000,"Partial High School",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
126,"Henry Fielder",Henry,Fielder,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
127,"Jeanine Finnell",Jeanine,Finnell,"Store Temporary Checker",1914-02-02,20.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
128,"Ian Schuetz",Ian,Schuetz,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
129,"Richard Runyon",Richard,Runyon,"Store Temporary Checker",1914-02-02,20.0000,"Bachelors Degree",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
130,"Linda Potter",Linda,Potter,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
131,"Mary Smith",Mary,Smith,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
132,"Barbara Brumagen",Barbara,Brumagen,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
133,"Thelma Hamilton",Thelma,Hamilton,"Store Temporary Checker",1914-02-02,20.0000,"Bachelors Degree",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
134,"Shirley Wilbert",Shirley,Wilbert,"Store Permanent Stocker",1914-02-02,4400.0000,"Bachelors Degree",S,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
135,"Jeremy Ingram",Jeremy,Ingram,"Store Permanent Stocker",1914-02-02,4800.0000,"Bachelors Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
136,"Sharon Haddix",Sharon,Haddix,"Store Permanent Stocker",1914-02-02,3700.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
137,"Leland Thomas",Leland,Thomas,"Store Permanent Stocker",1914-02-02,6500.0000,"High School Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
138,"Don Wilson",Don,Wilson,"Store Permanent Stocker",1914-02-02,5200.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
139,"Wayne Stovall",Wayne,Stovall,"Store Permanent Stocker",1914-02-02,4650.0000,"High School Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
140,"Douglas Russell",Douglas,Russell,"Store Permanent Stocker",1914-02-02,4550.0000,"High School Degree",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
141,"Maureen Doose",Maureen,Doose,"Store Permanent Stocker",1914-02-02,4400.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
142,"Ann Morreale",Ann,Morreale,"Store Permanent Stocker",1914-02-02,4700.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
143,"Sheila Rupert",Sheila,Rupert,"Store Permanent Stocker",1914-02-02,4500.0000,"Partial High School",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
144,"Ashley Pierson",Ashley,Pierson,"Store Permanent Stocker",1914-02-02,4400.0000,"Graduate Degree",S,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
145,"Ivan Nickels",Ivan,Nickels,"Store Permanent Stocker",1914-02-02,4600.0000,"Graduate Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
146,"Chad Neuhauser",Chad,Neuhauser,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
147,"Ann Coke",Ann,Coke,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
148,"Jon Scarbrough",Jon,Scarbrough,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
149,"Lillian Martensen",Lillian,Martensen,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
150,"Mary McCormick",Mary,McCormick,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
151,"James Sparacino",James,Sparacino,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
152,"John Racette",John,Racette,"Store Temporary Stocker",1914-02-02,20.0000,"Graduate Degree",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
153,"Edwardo Thompson",Edwardo,Thompson,"Store Temporary Stocker",1914-02-02,20.0000,"Graduate Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
154,"Sam Warren",Sam,Warren,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
155,"Shelby Chow-Wang",Shelby,Chow-Wang,"Store Temporary Stocker",1914-02-02,20.0000,"Graduate Degree",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
156,"Nelly Wood",Nelly,Wood,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
157,"Jackie Morgan",Jackie,Morgan,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
158,"Gavin Boje",Gavin,Boje,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
159,"Marlene Tsujimoto",Marlene,Tsujimoto,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
160,"RitaIva Bouton",RitaIva,Bouton,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,Supermarket,"Store 7","1077 Wharf Drive","Los Angeles",CA,USA
14,"Bryan Rutledge",Bryan,Rutledge,"Store Manager",1912-07-09,17000.0000,"Bachelors Degree",M,M,"Store Management",Monthly,8500.0000,17000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
946,"J. Scott Blauvelt","J. Scott",Blauvelt,"Store Assistant Manager",1932-12-24,13000.0000,"High School Degree",M,M,"Store Management",Monthly,6700.0000,12500.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
947,"Curtis Wardley",Curtis,Wardley,"Store Shift Supervisor",1961-09-24,8900.0000,"Graduate Degree",S,M,"Store Management",Monthly,6700.0000,8500.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
948,"Matthew Durocher",Matthew,Durocher,"Store Shift Supervisor",1961-09-24,8200.0000,"High School Degree",S,M,"Store Management",Monthly,6700.0000,8500.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
949,"Hazel Terbush",Hazel,Terbush,"Store Shift Supervisor",1961-09-24,7000.0000,"Bachelors Degree",M,F,"Store Management",Monthly,6700.0000,8500.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
950,"Arturo Poisson",Arturo,Poisson,"Store Permanent Butcher",1960-12-10,8500.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,6700.0000,10000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
951,"Shaharia Cosby",Shaharia,Cosby,"Store Permanent Butcher",1960-12-10,8500.0000,"Partial College",M,F,"Store Full Time Staf",Monthly,6700.0000,10000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
952,"Amir Oss",Amir,Oss,"Store Information Systems",1942-06-01,9000.0000,"Graduate Degree",M,M,"Store Full Time Staf",Monthly,6700.0000,10000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
953,"John Smith",John,Smith,"Store Permanent Checker",1914-02-02,7000.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
954,"Christel Christensen",Christel,Christensen,"Store Permanent Checker",1914-02-02,6800.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
955,"Valerie Pectol",Valerie,Pectol,"Store Permanent Checker",1914-02-02,6700.0000,"High School Degree",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
956,"Cornelius Baker",Cornelius,Baker,"Store Permanent Checker",1914-02-02,8200.0000,"Partial College",S,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
957,"Fay Finke",Fay,Finke,"Store Permanent Checker",1914-02-02,8000.0000,"Partial College",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
958,"Allison Beutel",Allison,Beutel,"Store Permanent Checker",1914-02-02,7000.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
959,"Ann Duvalle",Ann,Duvalle,"Store Permanent Checker",1914-02-02,6800.0000,"Bachelors Degree",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
960,"Kari Sloper",Kari,Sloper,"Store Permanent Checker",1914-02-02,6700.0000,"Graduate Degree",S,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
961,"Patricia Weinzimmer",Patricia,Weinzimmer,"Store Permanent Checker",1914-02-02,8200.0000,"Graduate Degree",M,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
962,"Raven Moore",Raven,Moore,"Store Permanent Checker",1914-02-02,7900.0000,"Bachelors Degree",S,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
963,"Susan Chaw",Susan,Chaw,"Store Permanent Checker",1914-02-02,7000.0000,"Graduate Degree",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
964,"Steve Reitzel",Steve,Reitzel,"Store Permanent Checker",1914-02-02,6800.0000,"High School Degree",S,M,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
965,"Edie Horbach",Edie,Horbach,"Store Permanent Checker",1914-02-02,6700.0000,"Partial College",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
966,"Lois Knobel",Lois,Knobel,"Store Permanent Checker",1914-02-02,8200.0000,"Partial College",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
967,"Rachel Hope",Rachel,Hope,"Store Permanent Checker",1914-02-02,8100.0000,"Partial College",M,F,"Store Full Time Staf",Monthly,5000.0000,9000.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
968,"Pete Fisher",Pete,Fisher,"Store Temporary Checker",1914-02-02,20.0000,"Graduate Degree",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
969,"Ida Dabit",Ida,Dabit,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
970,"Shawn Turner",Shawn,Turner,"Store Temporary Checker",1914-02-02,20.0000,"Graduate Degree",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
971,"Mike Clark",Mike,Clark,"Store Temporary Checker",1914-02-02,20.0000,"Bachelors Degree",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
972,"Arlene Schimanski",Arlene,Schimanski,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
973,"Carolyn Alumbaugh",Carolyn,Alumbaugh,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
974,"Michael Benson",Michael,Benson,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
975,"Ted Rusch",Ted,Rusch,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
976,"David Cocadiz",David,Cocadiz,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
977,"Lorraine Mcgough",Lorraine,Mcgough,"Store Temporary Checker",1914-02-02,20.0000,"Graduate Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
978,"Bennie King",Bennie,King,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
979,"Melissa Smith",Melissa,Smith,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
980,"M. Patricia Campbell","M. Patricia",Campbell,"Store Temporary Checker",1914-02-02,20.0000,"Partial College",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
981,"Selene Watson",Selene,Watson,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",M,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
982,"Linda Anderson",Linda,Anderson,"Store Temporary Checker",1914-02-02,20.0000,"High School Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
983,"Elisabeth Duncan",Elisabeth,Duncan,"Store Temporary Checker",1914-02-02,20.0000,"Graduate Degree",S,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
984,"French Wilson",French,Wilson,"Store Temporary Checker",1914-02-02,20.0000,"Bachelors Degree",S,M,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
985,"Mildred Morrow",Mildred,Morrow,"Store Temporary Checker",1914-02-02,20.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
986,"Maeve Wall",Maeve,Wall,"Store Permanent Stocker",1914-02-02,4400.0000,"High School Degree",S,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
987,"Margaret Clendenen",Margaret,Clendenen,"Store Permanent Stocker",1914-02-02,4800.0000,"Graduate Degree",S,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
988,"Brian Willeford",Brian,Willeford,"Store Permanent Stocker",1914-02-02,3700.0000,"Bachelors Degree",S,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
989,"Dominick Nutter",Dominick,Nutter,"Store Permanent Stocker",1914-02-02,6500.0000,"Partial High School",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
990,"Stacey Case",Stacey,Case,"Store Permanent Stocker",1914-02-02,4300.0000,"Bachelors Degree",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
991,"Maria Terry",Maria,Terry,"Store Permanent Stocker",1914-02-02,5200.0000,"Partial High School",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
992,"Claudette Cabrera",Claudette,Cabrera,"Store Permanent Stocker",1914-02-02,4650.0000,"Partial College",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
993,"Ethan Bunosky",Ethan,Bunosky,"Store Permanent Stocker",1914-02-02,4550.0000,"High School Degree",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
994,"Richard Burke",Richard,Burke,"Store Permanent Stocker",1914-02-02,4400.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
995,"Carol Lindsay",Carol,Lindsay,"Store Permanent Stocker",1914-02-02,4200.0000,"High School Degree",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
996,"William Murphy",William,Murphy,"Store Permanent Stocker",1914-02-02,4700.0000,"Bachelors Degree",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
997,"John Sweet",John,Sweet,"Store Permanent Stocker",1914-02-02,4500.0000,"Partial College",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
998,"Elizabeth Jantzer",Elizabeth,Jantzer,"Store Permanent Stocker",1914-02-02,4400.0000,"High School Degree",M,F,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
999,"Beverly Dittmar",Beverly,Dittmar,"Store Permanent Stocker",1914-02-02,4600.0000,"Partial College",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1000,"Miggs Gutirrez",Miggs,Gutirrez,"Store Permanent Stocker",1914-02-02,4400.0000,"High School Degree",M,M,"Store Full Time Staf",Monthly,3400.0000,6700.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1001,"Joan Carol",Joan,Carol,"Store Temporary Stocker",1914-02-02,20.0000,"Graduate Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1002,"Ida Holmes",Ida,Holmes,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1003,"Lillian Chandler",Lillian,Chandler,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1004,"Marylou Burkett",Marylou,Burkett,"Store Temporary Stocker",1914-02-02,20.0000,"Partial High School",M,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1005,"Melvin Drake",Melvin,Drake,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1006,"Natalie Barber",Natalie,Barber,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",M,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1007,"Eunice Richendollar",Eunice,Richendollar,"Store Temporary Stocker",1914-02-02,20.0000,"Partial College",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1008,"Judy Caravello",Judy,Caravello,"Store Temporary Stocker",1914-02-02,20.0000,"Graduate Degree",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1009,"Marilyn Paulson",Marilyn,Paulson,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,F,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1010,"James Trujillo",James,Trujillo,"Store Temporary Stocker",1914-02-02,20.0000,"High School Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
1011,"M. Barajas",M.,Barajas,"Store Temporary Stocker",1914-02-02,20.0000,"Bachelors Degree",S,M,"Store Temp Staff",Hourly,20.0000,40.0000,"Deluxe Supermarket","Store 8","3173 Buena Vista Ave",Merida,Yucatan,Mexico
